Documento,Pregunta,Anotador,Respuesta
ld0798,¿Qué instituciones desarrollaron los diagnósticos de covid-19?,SM,[Udelar y el Institut Pasteur] desarrollaron test de diagnóstico del nuevo coronavirus 
ld0798,¿Qué instituciones desarrollaron los diagnósticos de covid-19?,SM,"La información fue confirmada a Subrayado por el prorrector de Enseñanza de la Universidad de la República (Udelar), Juan Cristina, que junto con Gonzalo Moratorio  dirige [el Laboratorio de Virología Molecular de la Facultad de Ciencias, donde en conjunto con el Institut Pasteur] se desarrollaron las investigaciones."
ld0798,¿Cuándo comenzó la investigación para el desarrollo de diagnósticos?,SM,"La investigación, agregó, había comenzado [cuando la pandemia tuvo inicio en China]."
ld0798,¿Quién es Rodrigo Arim?,SM,"[El rector de la Universidad], Rodrigo Arim, será quien coordine con el Ministerio de Salud Pública (MSP) cómo se concretará la colaboración de la Udelar."
ld0799,¿Cuántos integrantes del Espanyol de Barcelona contrajeron covid-19?,SM,El martes el club Espanyol de Barcelona realizó un comunicado en donde explicitó que [seis] de sus integrantes contrajeron Covid-19.
ld0799,¿Cuáles son los cuatro países más afectados por el covid-19?,SM,"[España, en estos momentos, es el cuarto país con más infectados, detrás de China, Italia e Irán]."
ld0799,¿Cuál fue el primer club Español en registrar casos de covid-19?,SM,"El primer caso fue el del [Valencia], donde están afectados los futbolistas Ezequiel Garay, José Luis Gayà y Eliaquim Mangala"
mp0154,¿Cuándo se detectó el virus de covid-19 por primera vez?,SM,"Estas conclusiones científicas coinciden con la investigación impulsada por Estados Unidos sobre el origen de la pandemia, ante la sospecha de que pudiera haber surgido accidentalmente en un laboratorio de la cuidad china de Wuhan, donde se detectó el virus por primera vez en [diciembre de 2019]."
mp0154,¿En qué ciudad se detectó el virus de covid-19 por primera vez?,SM,"Estas conclusiones científicas coinciden con la investigación impulsada por Estados Unidos sobre el origen de la pandemia, ante la sospecha de que pudiera haber surgido accidentalmente en un laboratorio de la cuidad china de [Wuhan], donde se detectó el virus por primera vez en diciembre de 2019."
mp0154,¿Qué es el SARS-CoV-2?,SM,"La Unión Europea reclamó ""transparencia"" sobre este tema y se sumó a las exigencias de EEUU frente a China para saber cómo y dónde surgió el [virus] del SARS-CoV-2."
mp0157,¿Qué porcentaje de incidencia en la transmisibilidad tuvo la variante P1?,SM,El ministro de Salud Pública dijo que la variante P1 tuvo [un 250% más] de incidencia en la transmisibilidad y un 180% más de letalidad.
mp0157,¿Qué porcentaje de incidencia en la transmisibilidad tuvo la variante P1?,SM,"La P1 posteriormente a su entrada y desarrollo en el país tuvo [un 250% más] de incidencia en la transmisibilidad y un 180% más de letalidad"", señaló el jerarca, que después enumeró las medidas sugeridas por el Grupo Asesor Científico Honorario (GACH) que se llevaron a cabo por parte del gobierno con el fin de reducir la movilidad."
mp0157,¿Qué porcentaje de incidencia en la letalidad tuvo la variante P1?,SM,El ministro de Salud Pública dijo que la variante P1 tuvo un 250% más de incidencia en la transmisibilidad y un [180%] más de letalidad. 
mp0157,¿Qué porcentaje de incidencia en la letalidad tuvo la variante P1?,SM,"La P1 posteriormente a su entrada y desarrollo en el país tuvo un 250% más de incidencia en la transmisibilidad y un [180%] más de letalidad"", señaló el jerarca, que después enumeró las medidas sugeridas por el Grupo Asesor Científico Honorario (GACH) que se llevaron a cabo por parte del gobierno con el fin de reducir la movilidad."
mp0157,¿Qué es el GACH?,SM,"La P1 posteriormente a su entrada y desarrollo en el país tuvo un 250% más de incidencia en la transmisibilidad y un 180% más de letalidad"", señaló el jerarca, que después enumeró las medidas sugeridas por [el Grupo Asesor Científico Honorario] (GACH) que se llevaron a cabo por parte del gobierno con el fin de reducir la movilidad."
mp0158,¿Cuáles drogas contra la artritis reducen el riesgo de muerte por covid-19?,SM,"Las drogas contra la artitris [tocilizumab y sarilumab] reducen el riesgo de muerte y la necesidad de respiradores en enfermos de covid-19, según un análisis de casi 11.000 pacientes divulgado el martes."
mp0158,¿Cuántos pacientes fueron incluídos en el análisis?,SM,"Las drogas contra la artitris tocilizumab y sarilumab reducen el riesgo de muerte y la necesidad de respiradores en enfermos de covid-19, según un análisis de casi [11.000] pacientes divulgado el martes."
mp0158,¿Qué es la interleucina IL-6?,SM,"El tocilizumab y el sarilumab se usan para tratar la artritis reumatoide, una afección autoinmune, al inhibir los efectos de la interleucina IL-6, [un tipo de proteína llamada citocina que le pide al cuerpo aumentar una respuesta inflamatoria]."
ld0802,¿En dónde se pueden encontrar los videos de standup?,DiegoS,"Hay decenas de cómicos de stand-up, programas televisivos en horario central, giras de artistas (bueno, ahora giras virtuales) y, para los que vivimos lejos, miles de videos de todo esto en [Youtube]."
ld0802,"¿De qué trata la ""Pantomima Full""?",DiegoS,"Lo de Pantomima Full pasa por la [parodia de tipos urbanos: el emprendedor, el ciclista, el adicto al trabajo, el salidor, el solitario, el místico, el crossfitero, el fanático de la cerveza artesanal, el de la sidra]..."
ld0802,¿Cuál sería el objetivo de la broma en Montevideo?,DiegoS,"Si estuviera ambientada en Montevideo, podríamos pensar que el blanco de la broma sería, en muchos casos, [el “nuevo uruguayo”] ávido de consumos y experiencias novedosas."
ld0803,"¿Qué contiene el sitio ""Cine.ar""? ",DiegoS,"Entre varios sitios gratuitos de video a demanda, uno de los más valorados es Cine.ar (play.cine.ar/), que contiene [decenas de películas, series, documentales y cortos de producción argentina]."
ld0803,"¿Quiénes protagonizan la pelicula ""Alelí""?",DiegoS,"Alelí, la película dirigida por Leticia Jorge y protagonizada por [Néstor Guzzini, Cristina Morán, Mirella Pascual y Romina Peluffo], que fue uno de los últimos estrenos locales, ahora se podrá ver en Mowies a 182 pesos."
ld0803,¿Dónde tiene sede la plataforma?,DiegoS,"Esta plataforma de video bajo demanda, con sede en [Medellín], cuenta con centenares de obras producidas en Latinoamérica"
ld0804,¿Cuántos recorridos virtuales ofrece el Museo Figari?,DiegoS,"El Museo Figari ofrece [dos] recorridos virtuales que incluyen la exposición permanente de Pedro Figari y Juan Carlos Figari Castro, y la muestra Estado de situación, de Gerardo Mantero, que hace unos años fue parte de Contactos, el ciclo que busca tender lazos entre el legado de Figari y la creación artística contemporánea; un canal de Youtube con conferencias, disertaciones y algunas presentaciones (como la de colección de pintura europea del uruguayo Milo Beretta); todos los catálogos importantes del museo; y el programa En foco, con pinturas y obras con información detallada: por ejemplo, al hacer clic en Candombe (1921), nos encontramos con la musicóloga Olga Picún afirmando que en esta obra temprana de Figari se “respira musicalidad”"
ld0804,¿Cómo se puede recorrer el Museo Nacional de Artes Visuales?,DiegoS,"El Museo Nacional de Artes Visuales invita a explorar sus completos catálogos online con [textos panorámicos y obras de Rimer Cardillo, Pablo Uribe, Lacy Duarte y Guillermo Fernández, entre tantos; y recorrer –en 3D– sus pasillos mientras se disfruta de su colección, con destacadas obras como La paraguaya, de Juan Manuel Blanes, algunos estudios de Carlos Federico Sáez, los niños de Petrona Viera, o el Viejo catalán, de Rafael Barradas, junto a piezas de Joaquín Torres García, Manuel Espínola Gómez, Luis A Solari]."
ld0804,¿Qué museos han presentado propuestas para compensar el cierre de sus salas?,DiegoS,"En Uruguay, los museos estatales cerrarán hasta el 12 de abril, y por eso algunas pinacotecas, como el [Museo Nacional de Artes Visuales (MNAV) y el Museo Figari], han difundido varias propuestas para compensar el cierre temporario de sus salas."
ld0807,¿Qué consecuencias podría tener si viola la cuarentena?,DiegoS,Un incumplimiento de la cuarentena podría tener [consecuencias penales].
ld0807,¿Quiénes visitan a Carmela Hountou? ,DiegoS,"Según la denuncia, [dos de sus hijos], de alrededor de 20 años, ingresan diariamente al apartamento donde Hountou vive, pasan varias horas con ella y luego prosiguen con su vida, pudiendo así contagiar al resto de la población."
ld0807,¿Qué medidas tomó el fiscal?,DiegoS,"Por esta situación, el fiscal de Flagrancia de 12° turno Alejandro Machado dispuso que [se envíe un móvil policial al departamento] de Hountou, para “ponerla en conocimiento” de que no debe violar las medidas sanitarias, y su situación ya está en manos de la Fiscalía.Un incumplimiento de la cuarentena podría tener consecuencias penales."
ld0808,¿Qué medidas tomaron los gobiernos para evitar la propagación del coronavirus?,DiegoS," A las poblaciones, en particular, se les pidió que [evitaran las aglomeraciones de personas y que, en la medida de lo posible, permanecieran en sus casas] para cortar la cadena de transmisión del virus."
ld0808,¿Cuáles son los factores que provocan mayor estrés?,DiegoS,"Los factores que provocaron más estrés, de acuerdo con el análisis, fueron una [mayor duración de la cuarentena, temor de contagiarse la infección, frustración, aburrimiento, suministros inadecuados, información inadecuada, pérdidas financieras y estigma]."
ld0808,¿Qué medidas tomó Uruguay respecto a las personas que llegan de países de riesgo?,DiegoS,"En Uruguay, las personas que regresan de países considerados de riesgo son [obligadas a hacer una cuarentena de 14 días], un período suficiente para determinar si presentan algún tipo de síntoma mientras se reduce el riesgo de contagiar a otros."
ld0809,¿Quién es la directora de Inmujeres? ,DiegoS,"La directora del Inmujeres, [Mónica Bottero], dijo a la diaria que esto significa que se dispondrá de más líneas para que no se sature el servicio y no haya llamadas en espera, en caso de que aumente la demanda."
ld0809,¿Qué insumos de higiene recibirá el personal para prevenir el contagio de Covid-19?,DiegoS,"En este sentido, dijo que todo el personal involucrado recibirá en las próximas horas insumos de higiene como [alcohol en gel o mascarillas] para prevenir el contagio del Covid-19."
ld0809,¿Qué porcentaje de mujeres asesinadas convive con el agresor?,DiegoS,"Nos estampó en la cara otros datos que vienen a cuento en este contexto del social distancing y la cuarentena, como que en 69% de los casos el femicidio se cometió en la casa de la víctima o en el domicilio que compartía con su femicida; o que [70%] de las mujeres asesinadas convivían con el agresor al momento de ser asesinadas o habían convivido antes."
ld0816,¿Qué organizaciones se juntaron para disctutir preocupaciones del coronavirus?,DiegoS,"[El PIT-CNT, la Federación Uruguaya de Cooperativas de Vivienda por Ayuda Mutua (FUCVAM), la Organización Nacional de Asociaciones de Jubilados y Pensionistas del Uruguay (ONAJPU), la Federación de Estudiantes Universitarios de Uruguay (FEUU), la Intersocial Feminista y el colectivo Ovejas Negras] manifestan en una resolución sus posiciones y preocupaciones por la epidemia del coronavirus después de una reunión que mantuvieron este martes."
ld0816,¿Qué personas son las mas afectadas?,DiegoS,"En el documento, las organizaciones expresan que las personas más expuestas a los efectos de la emergencia sanitaria son las que [“viven en condiciones de mayor vulnerabilidad”]."
ld0816,¿Qué porcentaje de los trabajadores no tiene subsidio de desempleo?,DiegoS,"En particular, apuntan que [25%] de los trabajadores “no tiene al día de hoy derecho al subsidio por desempleo” y solicitan al Estado que permita “garantizar cobertura del 100% de los salarios” por los días “no trabajados por esta situación”."
ld0817,¿Cuáles pacientes no deben ser atendidos sin bioseguridad según el SMU?,DiegoS,El SMU pide no atender a los pacientes [portadores o sospechosos de COVID-19] sin “bioseguridad” y pide “asegurar la asistencia equitativa en atención extra hospitalaria” y en teleasistencia.
ld0817,¿Cuáles son ejemplos de lugares que deben cerrarse?,DiegoS,"Para el gremio, es necesario no solo el “cierre” no solo de fronteras, sino de “todo espacio público”, lo que abarca [restaurantes, centros comerciales y otros posibles lugares de esparcimiento del virus]."
ld0817,¿Cuál es el beneficio de tener una amplia disponibilidad de tests?,DiegoS,"Finalmente, exige que exista una “amplia disponibilidad y accesibilidad de test diagnósticos” para [detectar el virus en las personas, como una forma de “mejorar la estrategia de prevención, de aislamiento en contactos y sobre todo del personal sanitario para no mermar los recursos humanos del sistema de salud”]."
ld0818,¿Qué porcentaje de los vuelos fueron con destino sanitario?,DiegoS,"Durante la administración anterior, se argumentó que el avión también podía ser utilizado para casos de urgencia sanitaria, pero según García, “[menos del 10%] de los vuelos que hizo el avión fueron con destino sanitario”."
ld0818,¿Cuántos efectivos desplegaron las Fuerzas Armadas?,DiegoS,"García, que brindo este martes una conferencia de prensa tras reunirse con el presidente Luis Lacalle Pou y firmar el proyecto de ley de urgente consideración, dijo que las Fuerzas Armadas desplegaron a partir de este lunes a [1.207] efectivos en el margen de 20 kilómetros del territorio fronterizo."
ld0818,¿Por cuánto rematarán el avión presidencial?,DiegoS,"La semana pasada, García anunció tras un encuentro similar con Lacalle Pou que el gobierno remataría el avión presidencial comprado por algo más de [un millón de dólares] durante el gobierno del ex presidente Tabaré Vázquez. "
ld0819,¿Quién es la dirigente sindical del magisterio?,DiegoS,"Los docentes agremiados, tanto de primaria como de secundaria, también habían planteado este lunes al Consejo Directivo Central (Codicen) de la ANEP que los centros educativos que no tienen servicio de alimentación cierren, de forma que no hubiera que cubrir con guardia docente estos espacios, por lo que en la bipartita que se mantuvo el martes por la tarde entre los gremios y las autoridades del Codicen, la decisión fue bienvenida, destacó a la diaria la dirigente sindical de magisterio, [Elbia Pereira]."
ld0819,¿Por cuánto tiempo no habrán clases?,DiegoS,"La ANEP recordó, además, que la plataforma CREA, de Plan Ceibal, quedó activa también a través de la página web, además de en los dispositivos de Ceibal, de forma que docentes y estudiantes puedan desarrollar tareas pedagógicas en estas, en principio, [dos semanas ]sin clases."
ld0819,¿Por qué se habilitó la plataforma CREA del Plan Ceibal?,DiegoS,"La ANEP recordó, además, que la plataforma CREA, de Plan Ceibal, quedó activa también a través de la página web, además de en los dispositivos de Ceibal, de forma que docentes y estudiantes puedan [desarrollar tareas pedagógicas] en estas, en principio, dos semanas sin clases."
ld0821,¿Cuándo suspenderá la atención al público la IM?,DiegoS,La Intendencia de Montevideo (IM) resolvió suspender la atención al público a partir de [este miércoles].
ld0821,¿Quién es el director de Gestión Humana de la comuna?,DiegoS,"El director de Gestión Humana de la comuna, [Eduardo Brenta], explicó a la diaria que se continuará con la atención telefónica, por correo electrónico y por medio del sitio web de la IM."
ld0821,¿Quiénes son las personas de riesgo?,DiegoS,"La comuna resolvió que los funcionarios que forman parte de los grupos de riesgo ([personas de 60 años o más de edad, inmunodeprimidos, pacientes oncológicos, con EPOC o enfermedades autoinmunes, embarazadas y diabéticos]) no concurran a trabajar. "
ld0821,¿A qué trabajadores priorizó la IM?,DiegoS,"La IM redujo al mínimo la plantilla de trabajadores para evitar el contagio del virus, priorizando a [aquellos que tengan hijos menores de 12 años]."
ld0822,¿Quiénes mantuvieron una reunión?,DiegoS,"Tras la reunión que mantuvieron [el titular del Ministerio de Trabajo y Seguridad Social, Pablo Mieres, y Omar Pagani, titular del Ministerio de Industria, Energía y Minería, con representantes del PIT-CNT y de las cámaras empresariales], el secretario general de la central obrera, Marcelo Abdala, planteó que es necesario “combatir algunos comportamientos especulativos”, y por eso propusieron contar con una “canasta sanitaria”, con precios regulados."
ld0822,¿Qué tipo de productos integran la lista?,DiegoS,El Área de Defensa del Consumidor del Ministerio de Economía y Finanzas (MEF) publicó la lista de precios de [productos de cuidado personal]. 
ld0822,¿Qué productos dispararon su precio luego de la emergencia sanitaria?,DiegoS,"A pedido del PIT-CNT, el gobierno resolvió publicar el valor de los productos con más demanda por la emergencia sanitaria por el nuevo coronavirus, luego de que los precios del [alcohol en gel y de los tapabocas] se dispararan."
ld0823,¿Dónde se iba a disputar la Copa América?,DiegoS,"Así las cosas, la Copa América que se iba a disputar en [Argentina (Buenos Aires, Córdoba, La Plata, Mendoza y Santiago del Estero) y Colombia (Barranquilla, Bogotá, Cali y Medellín)] se postergó para el año que viene, aunque, a diferencia de la UEFA, la Conmebol, no ha informado sobre fechas y lugares."
ld0823,¿Qué otras competencias se reprogramaran?,DiegoS,"Durante este mes en el que estaban previstas estas competencias ahora suspendidas, del 12 de junio al 12 de julio, seguramente se podrá reprogramar la [competencia internacional de clubes –Libertadores y Sudamericana–], así como la actividad de las selecciones y de las asociaciones y federaciones, que estaban en plena disputa de sus torneos."
ld0823,¿Cuántos dias sin preparación habrá en la mayoría de los países?,DiegoS,"En la mayoría de los países habrá por lo menos [15] días sin preparación, por lo que mínimamente se precisarían otros 15 para retomar la competencia."
ld0601,¿Qué medidas propuso la coalición de izquierda?,CG,"Entre las propuestas, la coalición de izquierda manejó [suspender el aumento de las tarifas y del IVA en las tarjetas de débito y crédito, algo que fue descartado por el gobierno; ;intervenir en el mercado de cambios para que el aumento del dólar no sea mayor; suspender los cortes de servicios como UTE, OSE y Antel ante eventuales incumplimientos de pago], entre otras."
ld0601,"¿Según Lucía Topolansky, quiénes deberían recibir el descuento?",CG,"Con esta propuesta quedarían incluidos todos [los trabajadores y jubilados con altos sueldos], “todos los CEO de las empresas”, añadió."
ld0601,¿Quiénes deberían recibir el monto recaudado?,CG,"A su vez, sostuvo que ese monto se tiene que transferir a [los trabajadores que se quedaron sin trabajo]."
ld0604,¿Cuántos departamentos de emergencia-urgencia (DEA) se cerraron en Italia?,CG,"Pues bien, diez años después la dieta ha sido drástica: [49] DEA fueron cerrados (-14%) y 116 primeros auxilios ya no existen (-22%)."
ld0604,¿Qué han hecho los ciudadanos más pobres del mundo?,CG,"Son muchos los uruguayos y los ciudadanos más pobres del mundo que –de pronto sin quererlo, a fuerza de luchar por el sustento mientras se extinguía buena parte de los espacios sociales que los contenían– han hecho [un repliegue de su vida social puertas adentro] y se comprenden como individuos (o núcleos familiares) amenazados, débiles, acaso haciendo un esfuerzo sobrehumano para afrontar las altas exigencias de productividad, competitividad y “total compromiso” que exigen los nuevos parámetros de trabajo superexplotador que caracteriza nuestro presente."
ld0604,¿Donde están nuestros mejores recursos para hacer frente al miedo?,CG,"Y en ese sentido, muchos sabemos que no significa algo menor –sino determinante– [creer en soluciones solidarias, en la vida pública, en la política y, finalmente, en cierta esperanza en un mundo mejor]."
ld0605,¿Qué deberían hacer los docentes?,CG,"Si bien será muy difícil restaurar los daños que hemos causado al planeta, como docentes tenemos que [salir del “derrotismo” que implicaría seguir sólo dando clases online y continuar con nuestras investigaciones sectoriales]."
ld0605,¿A cuáles áreas de la univesidad se les solicita que pongan en práctica sus conocimientos?,CG,"Sin embargo, sólo se les está solicitando a [las ciencias médicas y biológicas que pongan en práctica sus conocimientos, y aquellas asociadas a estas, como Enfermería y Psicología], han creado comités de emergencia."
ld0606,¿Dónde se han desbordado los servicios de salud?,CG,"Para tratar de que los servicios de salud no se vean desbordados, como ha ocurrido en países como [Italia y España], las instituciones del Sistema Nacional Integrado de Salud trabajan para incrementar su capacidad de atención."
ld0606,¿Cuántas camas de cuidados intensivas existen a nivel nacional?,CG,Referentes del área de Comunicación del Ministerio de Salud Pública (MSP) informaron a la diaria que a nivel nacional hay [650] camas de cuidados intensivos e igual número de aparatos para hacer asistencia ventilatoria mecánica (más conocidos como ventiladores o respiradores).
ld0606,¿En qué porcentaje se prevé aumentar la cantidad de camas con respiradores?,CG,"Dijeron, además, que se prevé aumentar [40%] la cantidad de camas con respiradores y monitores."
ld0608,"Según Ripoll, ¿qué deberían hacer los responsables de salud de los trabajadores de la Intendencia?",CG,"Según Ripoll, los responsables de salud de los trabajadores de la Intendencia deberían [acudir presencialmente al cementerio e indicar qué es lo que hay que hacer], y “no imprimirnos las recomendaciones del MSP y dársela a los trabajadores, como hicieron hoy”."
ld0608,¿Qué medidas adicionales ha tomada la Intendencia en el “protocolo” en los cementerios para fallecidos por coronavirus?,CG,"Encima hemos puesto algunas medidas adicionales que tienden a darle más seguridad a los trabajadores, como que [la túnica debe ser desechable]”, aseguró."
ld0608,"Según Ripoll, ¿qué no deberían hacer los responsables de salud de los trabajadores de la Intendencia?",CG,"Según Ripoll, los responsables de salud de los trabajadores de la Intendencia deberían acudir presencialmente al cementerio e indicar qué es lo que hay que hacer, y “no [imprimirnos las recomendaciones del MSP y dársela a los trabajadores], como hicieron hoy”."
ld0609,¿Cuánto dinero anunció que destinaría el MEF cuándo comenzó la emergencia sanitaria?,CG,"Cuando comenzó la emergencia sanitaria, el Ministerio de Economía y Finanzas (MEF) anunció que destinaría [1.000 millones de pesos] (un poco más de 22 millones de dólares) a garantizar nuevos refugios, canastas y para aumentar las partidas alimenticias."
ld0609,¿Qué propone Juan Pablo Labat?,CG,"Allí propone [crear un bono familiar para alimentación e higiene equivalente a cuatro o cinco surtidos de almacén (algo cercano a un salario mínimo), cobrable por única vez (o eventualmente, renovable mensualmente, mientras dure la emergencia), y a razón de uno por hogar]."
ld0609,¿Cuál es el porcentaje de personas que trabajan en la informalidad?,CG,"Labat fundamenta su propuesta de un crédito de libre acceso: la informalidad laboral en Uruguay es [cercana a 25%], y entre los hogares donde ningún miembro está vinculado al mercado formal de empleo llega a 15%, un problema que, según Labat, no coincide con la representación de la pobreza o la vulnerabilidad social identificada con el primer quintil de ingresos."
ld0610,¿Qué medidas propone la cámara de comercio?,CG,"Al final del documento, las empresas sugieren algunas medidas para que el gobierno tenga en cuenta, como [interrumpir el clearing de cheques, promocionar subsidios a aquellas firmas que se encuentran en una “compleja situación económica” y “mayor flexibilidad para poder interrumpir contratos de alquiler de locales comerciales”], entre otras."
ld0610,¿Cuántas empresas han tenido que reducir la cantidad de empleados?,CG,"A su vez, 58,8% aseguró haber tenido que reducir la cantidad de empleados, la mayoría enviando a los trabajadores al seguro de paro ([212] empresas en total)."
ld0610,¿Cuántas empresas se consideraron en el estudio?,CG," Así comienza el informe de la Cámara de Comercios y Servicios del Uruguay sobre los impactos económicos de esta enfermedad en el país, hecho con base en la consulta a [629] empresas del país."
ld0611,¿Cuáles son los rubros más afectados?,CG,"Las actividades con más solicitudes siguen siendo [el comercio al por mayor y menor, con 18.004; la industria manufacturera, con 10.123, y alojamiento por servicio y comida], con 9.246."
ld0611,¿Cuántas solcitudes corresponden a despidos?,CG,"53.591 de las solicitudes corresponden a la suspensión de actividades de empresas, [5.461] a despidos, y 5.802 a reducciones de horarios."
ld0611,¿Cuántas solcitudes corresponden a suspensión de actividades en empresas?,CG,"[53.591] de las solicitudes corresponden a la suspensión de actividades de empresas, 5.461 a despidos, y 5.802 a reducciones de horarios."
ld0612,¿Cuántos casos activos por Coronavirus hay?,CG,"Acto seguido, informó que se hicieron 245 test de coronavirus y 21 resultaron positivos, por lo tanto, los casos confirmados de la enfermedad en Uruguay ascienden a [238]."
ld0612,¿Cuántas muertes por Coronavirus hubo?,CG,"“Hasta el momento, [ningún] fallecido”, enfatizó el jerarca."
ld0612,¿Cuáles funcionarios públicos quedan excluídos de los descuentos?,CG,"Por ejemplo, dijo que [los trabajadores de la salud] quedan excluidos, “por razones obvias”, ya que “están en el primer frente de batalla”."
ld0613,¿Qué es el aislamiento vertical?,CG,"Nada de eso modificó el accionar de Bolsonaro, que alejado de los consensos de la comunidad científica mundial, dijo que implementaría en el país el aislamiento vertical –esto es, [restringido a los grupos de riesgo y a las personas ya infectadas]–, además de seguir defendiendo el uso de la hidroxicloroquina para combatir al Covid-19, algo que hizo este jueves durante una teleconferencia que mantuvieron los líderes del G-20."
ld0613,¿Qué pide la izquierda?,CG,"Obviamente, desde la izquierda los pedidos de [juicio político a Bolsonaro] son abiertos."
ld0613,¿Qué propone Bolsonaro para combatir el Covid-19?,CG,"Nada de eso modificó el accionar de Bolsonaro, que alejado de los consensos de la comunidad científica mundial, dijo que implementaría en el país el aislamiento vertical –esto es, restringido a los grupos de riesgo y a las personas ya infectadas–, además de seguir defendiendo [el uso de la hidroxicloroquina] para combatir al Covid-19, algo que hizo este jueves durante una teleconferencia que mantuvieron los líderes del G-20."
ld0614,¿Qué está empezando a escacear en los hospitales de Nueva York?,CG,"La situación está empezando a desbordar los espacios de tratamientos intensivos en los hospitales de la ciudad, manifestó este jueves el gobernador neoyorquino Andrew Cuomo, quien informó que están empezando a escasear [las máscaras y los respiradores artificiales]."
ld0614,¿Cuántos pacientes de Covid-19 están hospitalizados en centros de cuidados intensivos?,CG,"De ellos, [casi 1.300] están en centros de cuidados intensivos, 45% más que el miércoles."
ld0614,¿Quién es Andrew Cuomo?,CG,"La situación está empezando a desbordar los espacios de tratamientos intensivos en los hospitales de la ciudad, manifestó este jueves [el gobernador neoyorquino] Andrew Cuomo, quien informó que están empezando a escasear las máscaras y los respiradores artificiales."
ld0618,¿En qué etapa se suspendión la Copa Nacional de Selecciones?,CG,La Copa Nacional de Selecciones -el primer campeonato del año- quedó suspendida [cuando estaban por empezar a jugarse los cuartos de final de la Fase Nacional].
ld0618,¿Cuáles selecciones habían sido campeonas unos días antes?,CG,"Unos días antes tres selecciones habían sido campeonas: [San José, Salto y Canelones del Este] fueron los mejores del Sur, del Litoral y del Este, respectivamente."
ld0618,¿Qué partidos se jugarán en cuartos de final?,CG,"Los cruces de ida en cuartos de final son [Canelones del Este-Paysandú, Cerro Largo-San José, Rocha-Río Negro y Canelones-Salto]."
ld0620,¿Quién es Azucena Arbeleche?,CG,"Según supo la diaria, representantes de la Confederación de Organizaciones de Funcionarios del Estado se reunieron hoy en el piso 11 de la Torre Ejecutiva con el presidente Luis Lacalle Pou, el secretario de Presidencia, Álvaro Delgado, y [la ministra de Economía], Azucena Arbeleche."
ld0620,¿Qué fue lo que el gobierno le transmitió a los sindicalistas?,CG,"Las autoridades de gobierno le transmitieron a los sindicalistas [que tienen previsto implementar una rebaja de los sueldos de funcionarios superiores a los 80.000 pesos, así como también una rebaja salarial para las remuneraciones de todos los cargos políticos del Estado]."
ld0620,¿Cuál es el tope que según Guido Manini Ríos los funcionarios públicos no deberían superar?,CG,"El senador y líder de Cabildo Abierto, Guido Manini Ríos, luego de reunirse el lunes con el presidente de la República, Luis Lacalle Pou, manifestó que serviría aplicar un “tope salarial” a los empleados públicos, para que no superen los [100.000 pesos] de sueldo, para “paliar” la situación económica en medio de la emergencia sanitaria que vive el país por el coronavirus."
ld0621,¿Cuáles son los estudios diagnósticos que deberán dar los prestadores de salud?,CG,"Los estudios diagnósticos que deberán dar los prestadores de salud son por [la técnica de PCR (reacción en cadena de la polimerasa)], que es la misma que utiliza el laboratorio del MSP."
ld0621,¿Qué se considera diagnóstico presuntivo?,CG,"El texto aclara que se considera “diagnóstico presuntivo” a [un “paciente con fiebre y síntomas respiratorios agudos, sin otra causa evidente que lo justifique, haya tenido o no contacto con caso confirmado de Covid-19 y/o retornado de zona de circulación comunitaria del virus; o paciente con Infección Respiratoria Aguda Grave (IRAG)]”."
ld0621,¿Quién difundió el comunicado?,CG,"Esta comunicación fue difundida esta mañana por [el Sindicato Médico del Uruguay]; está firmada por el director general de la Salud, Miguel Asqueta, y por el presidente de la Junta Nacional de Salud, Luis González Machado."
ld0622,¿Cuál es el objetivo del adelanto?,CG,El adelanto de los pagos [permitirá “que los clubes puedan afrontar sus necesidades financieras con mayores garantías”].
ld0622,¿Quién es Alejandro Domínguez?,CG,"Alejandro Domínguez, [presidente de la Conmebol], en una carta dirigida a las asociaciones que integran la confederación."
ld0622,¿A través de qué organismo los clubes deben solicitar el adelanto económico?,CG,"Asimismo, Domínguez comunicó que los clubes que necesiten el adelanto económico deberán pedirlo a través de [cada asociación a la que pertenecen]."
ld0629,¿Cuándo se transmiten las obras?,CG,"Salvadora, la editorial uruguaya especializada en dramaturgia que surgió en 2017, decidió organizar  un ciclo de teatro leído en vivo en su cuenta de Instagram (disponible por 24 horas), [todos los días a las 20.00], para amortiguar el impacto de la crisis (en sus redes están las cuentas bancarias para los que puedan colaborar) y ampliar la experiencia teatral."
ld0629,¿Cómo se llama la obra que transcurre durante la crisis de 2002?,CG,"[Cheta], de Florencia Caballero Bianchi (domingo): este texto dramático, que será leído por Alejandra Artigalás, Bruno Travieso, Matilde Nogueira y Jonathan Parada, se enmarca en la crisis de 2002, y para poder elaborar la historia reciente del país, transita por diversas imágenes de la memoria individual y colectiva de sus protagonistas."
ld0629,¿Cuándo se estrenó la obra basada en Terrorismo Emocional?,CG,"La obra que se basaba en este monólogo –que se estrenó [en 2018] y aún continuaba en cartel– se presentaba como una puesta híbrida entre autoficción, diario, poema en prosa y crónica de una separación."
ld0632,¿Qué son los virus?,CG,Los virus son [entidades biológicas compuestas de material hereditario y proteínas que requieren necesariamente de un hospedero para replicarse y generar copias de sí mismos].
